suspicious_permissions,network_operations,file_encryption_ops,sensitive_api_calls,aviation_app_impersonation,data_size_exfiltrated,background_processes,flight_plan_access_frequency,label,threat_name
7,77,8,4,1,4.761800994068154,7,19,2,MAINTENANCE_LOG_TAMPERING
5,45,9,3,1,4.419907488061925,7,16,2,MAINTENANCE_LOG_TAMPERING
3,75,4,6,1,1.6089749294264601,2,42,0,FLIGHT_PLAN_INJECTION
7,33,7,5,1,1.4893049002427308,5,29,2,MAINTENANCE_LOG_TAMPERING
4,73,4,2,1,41.22450498563464,5,16,1,EFB_DATA_EXFILTRATION
3,65,7,3,1,7.106448659116506,7,15,2,MAINTENANCE_LOG_TAMPERING
5,93,3,7,1,0.38015980074193945,4,36,0,FLIGHT_PLAN_INJECTION
4,112,6,1,1,31.920138232868247,5,19,1,EFB_DATA_EXFILTRATION
1,17,0,0,0,0.210624026647036,2,3,3,BENIGN
5,34,8,4,1,7.529870673513312,5,25,2,MAINTENANCE_LOG_TAMPERING
5,90,2,4,1,0.4140588108433316,4,36,0,FLIGHT_PLAN_INJECTION
4,119,3,3,1,18.442650811494786,3,7,1,EFB_DATA_EXFILTRATION
3,55,3,7,1,1.6996737769044363,2,39,0,FLIGHT_PLAN_INJECTION
4,24,8,3,1,6.496121136588711,5,16,2,MAINTENANCE_LOG_TAMPERING
2,5,1,0,0,0.36475411432619836,2,0,3,BENIGN
5,89,1,6,1,1.348214796907565,2,49,0,FLIGHT_PLAN_INJECTION
3,59,2,6,1,0.6238677208815492,4,47,0,FLIGHT_PLAN_INJECTION
4,35,6,2,1,7.878750291074222,7,18,2,MAINTENANCE_LOG_TAMPERING
6,133,4,2,1,30.289678136006305,3,8,1,EFB_DATA_EXFILTRATION
5,56,4,3,1,48.35274953960977,5,11,1,EFB_DATA_EXFILTRATION
4,63,3,1,1,49.158369072376104,4,9,1,EFB_DATA_EXFILTRATION
4,56,5,4,1,3.432638062045355,4,21,2,MAINTENANCE_LOG_TAMPERING
3,82,4,1,1,15.13926184780558,4,13,1,EFB_DATA_EXFILTRATION
3,36,9,2,1,8.671327086819632,5,20,2,MAINTENANCE_LOG_TAMPERING
3,78,1,4,1,0.2552781569188787,3,21,0,FLIGHT_PLAN_INJECTION
3,54,4,2,1,43.248891716629785,4,14,1,EFB_DATA_EXFILTRATION
6,100,7,3,1,29.544434123310747,6,19,1,EFB_DATA_EXFILTRATION
6,108,4,3,1,7.338045989942079,5,5,1,EFB_DATA_EXFILTRATION
4,50,4,4,1,0.7274086232558453,3,39,0,FLIGHT_PLAN_INJECTION
6,134,6,2,1,15.745829512169268,3,12,1,EFB_DATA_EXFILTRATION
1,5,0,0,0,0.2762568073913626,2,2,3,BENIGN
0,14,1,0,0,0.39917209411216414,1,3,3,BENIGN
5,99,5,3,1,24.84824712128527,5,12,1,EFB_DATA_EXFILTRATION
5,53,4,6,1,1.539215581099893,2,40,0,FLIGHT_PLAN_INJECTION
3,96,4,2,1,25.142132314409764,4,16,1,EFB_DATA_EXFILTRATION
5,32,1,5,1,1.804654047832776,4,27,0,FLIGHT_PLAN_INJECTION
6,50,7,3,1,19.092289766777704,4,10,1,EFB_DATA_EXFILTRATION
2,13,1,0,0,0.3698651660427703,1,0,3,BENIGN
5,70,7,2,1,12.467970288310326,4,14,1,EFB_DATA_EXFILTRATION
5,76,7,1,1,9.186371890701224,6,13,1,EFB_DATA_EXFILTRATION
4,24,7,2,1,3.699984767680481,4,29,2,MAINTENANCE_LOG_TAMPERING
1,7,1,0,0,0.1571750565918742,1,1,3,BENIGN
6,28,9,5,1,5.195018248877849,6,21,2,MAINTENANCE_LOG_TAMPERING
4,70,6,2,1,9.528686533559,3,7,1,EFB_DATA_EXFILTRATION
2,80,3,4,1,1.5227700402302824,2,42,0,FLIGHT_PLAN_INJECTION
3,24,8,4,1,8.515504600863881,6,12,2,MAINTENANCE_LOG_TAMPERING
2,45,2,4,1,0.6983472183646385,4,26,0,FLIGHT_PLAN_INJECTION
5,30,4,5,1,1.418886089668679,2,34,0,FLIGHT_PLAN_INJECTION
5,70,5,1,1,18.677588055832572,4,8,1,EFB_DATA_EXFILTRATION
0,11,0,0,0,0.39422367162664934,1,1,3,BENIGN
5,46,7,4,1,4.202714180551675,5,15,2,MAINTENANCE_LOG_TAMPERING
2,91,3,5,1,1.9559206241702527,3,46,0,FLIGHT_PLAN_INJECTION
3,89,4,2,1,17.601679829772024,6,13,1,EFB_DATA_EXFILTRATION
4,32,2,5,1,1.6293228759987335,2,26,0,FLIGHT_PLAN_INJECTION
3,78,8,4,1,5.560420924234772,6,24,2,MAINTENANCE_LOG_TAMPERING
6,87,7,1,1,8.075342098951719,3,18,1,EFB_DATA_EXFILTRATION
2,81,1,5,1,0.24105765867793424,2,46,0,FLIGHT_PLAN_INJECTION
3,23,7,5,1,8.833774843040905,5,18,2,MAINTENANCE_LOG_TAMPERING
4,90,7,2,1,40.756022541508564,4,16,1,EFB_DATA_EXFILTRATION
6,99,7,3,1,34.647128156303175,6,8,1,EFB_DATA_EXFILTRATION
5,62,1,7,1,1.0979555392883042,2,23,0,FLIGHT_PLAN_INJECTION
4,43,5,5,1,5.415740341672892,6,17,2,MAINTENANCE_LOG_TAMPERING
6,95,3,3,1,45.16354804796807,3,10,1,EFB_DATA_EXFILTRATION
5,57,8,2,1,7.175020844312405,7,16,2,MAINTENANCE_LOG_TAMPERING
5,51,4,7,1,1.9444557923020875,3,43,0,FLIGHT_PLAN_INJECTION
3,20,5,3,1,3.9376043854488176,7,15,2,MAINTENANCE_LOG_TAMPERING
5,94,1,7,1,0.9986455575814692,4,27,0,FLIGHT_PLAN_INJECTION
6,133,3,1,1,29.165336975811126,3,18,1,EFB_DATA_EXFILTRATION
5,72,4,6,1,0.6413252409088256,4,40,0,FLIGHT_PLAN_INJECTION
6,111,4,3,1,6.997449747688449,3,13,1,EFB_DATA_EXFILTRATION
3,60,5,5,1,5.550194913742093,6,16,2,MAINTENANCE_LOG_TAMPERING
5,62,5,2,1,49.67675775495817,3,19,1,EFB_DATA_EXFILTRATION
2,69,4,5,1,0.8809400430045369,2,40,0,FLIGHT_PLAN_INJECTION
2,62,1,4,1,1.9146149718214789,3,24,0,FLIGHT_PLAN_INJECTION
4,75,3,7,1,1.6762163580439757,2,34,0,FLIGHT_PLAN_INJECTION
4,21,8,3,1,8.103371350722362,7,27,2,MAINTENANCE_LOG_TAMPERING
4,57,4,6,1,1.8106104093411157,3,38,0,FLIGHT_PLAN_INJECTION
5,51,7,1,1,34.09025405560732,5,15,1,EFB_DATA_EXFILTRATION
4,131,5,2,1,10.208192300541741,5,16,1,EFB_DATA_EXFILTRATION
3,56,1,4,1,1.1069838935601957,4,35,0,FLIGHT_PLAN_INJECTION
1,5,0,0,0,0.2110171300638195,1,2,3,BENIGN
3,128,4,1,1,10.535148280568553,3,19,1,EFB_DATA_EXFILTRATION
5,73,3,2,1,43.052196334545805,4,15,1,EFB_DATA_EXFILTRATION
5,94,3,1,1,43.77841227132329,4,16,1,EFB_DATA_EXFILTRATION
5,96,3,6,1,1.200606072259001,2,42,0,FLIGHT_PLAN_INJECTION
6,81,4,3,1,32.04833750601048,6,16,1,EFB_DATA_EXFILTRATION
4,75,8,2,1,6.634534845908317,4,10,2,MAINTENANCE_LOG_TAMPERING
6,68,7,2,1,34.06200738289179,6,7,1,EFB_DATA_EXFILTRATION
5,140,5,1,1,9.556696157682152,6,9,1,EFB_DATA_EXFILTRATION
6,105,6,2,1,25.430072953825167,6,5,1,EFB_DATA_EXFILTRATION
2,59,4,5,1,1.1106341423961004,2,23,0,FLIGHT_PLAN_INJECTION
3,93,3,4,1,0.8513251091865373,3,46,0,FLIGHT_PLAN_INJECTION
2,59,2,7,1,1.6874124491264224,2,29,0,FLIGHT_PLAN_INJECTION
5,136,6,2,1,42.20183118836694,3,17,1,EFB_DATA_EXFILTRATION
4,46,1,6,1,1.962207085586157,2,36,0,FLIGHT_PLAN_INJECTION
3,135,7,3,1,42.73471467062727,5,14,1,EFB_DATA_EXFILTRATION
7,70,6,2,1,5.320740478137551,6,21,2,MAINTENANCE_LOG_TAMPERING
4,97,3,3,1,1.2028884418880224,2,22,0,FLIGHT_PLAN_INJECTION
3,40,4,5,1,1.5865378259741658,4,47,0,FLIGHT_PLAN_INJECTION
4,73,4,3,1,14.059044852009496,3,12,1,EFB_DATA_EXFILTRATION
2,65,2,5,1,0.3515075201664477,4,40,0,FLIGHT_PLAN_INJECTION
4,94,6,2,1,10.879355472055831,5,11,1,EFB_DATA_EXFILTRATION
2,85,4,3,1,1.766472103934559,3,36,0,FLIGHT_PLAN_INJECTION
1,16,1,0,0,0.3773106107992959,2,1,3,BENIGN
5,82,5,3,1,46.34306197728698,5,6,1,EFB_DATA_EXFILTRATION
7,33,7,3,1,4.712830445628089,6,24,2,MAINTENANCE_LOG_TAMPERING
3,84,3,1,1,24.761741748518673,3,5,1,EFB_DATA_EXFILTRATION
5,57,7,4,1,0.7925054717742546,6,23,2,MAINTENANCE_LOG_TAMPERING
4,51,1,5,1,1.7568918430493146,3,29,0,FLIGHT_PLAN_INJECTION
7,35,8,3,1,3.66736956051155,6,24,2,MAINTENANCE_LOG_TAMPERING
1,12,1,0,0,0.41423464972455853,1,2,3,BENIGN
3,56,5,4,1,1.8570777293579668,7,17,2,MAINTENANCE_LOG_TAMPERING
3,20,8,4,1,6.329239085255855,7,18,2,MAINTENANCE_LOG_TAMPERING
6,49,7,4,1,5.71673819463314,5,22,2,MAINTENANCE_LOG_TAMPERING
1,17,0,0,0,0.050470599988760745,2,1,3,BENIGN
4,63,2,6,1,1.4434643068067265,3,21,0,FLIGHT_PLAN_INJECTION
6,53,7,5,1,3.2788933651720473,7,16,2,MAINTENANCE_LOG_TAMPERING
3,66,3,2,1,49.0541501828664,3,7,1,EFB_DATA_EXFILTRATION
3,74,3,3,1,27.638777785092635,4,14,1,EFB_DATA_EXFILTRATION
6,103,6,2,1,15.886925614198832,6,18,1,EFB_DATA_EXFILTRATION
6,32,7,4,1,7.346223880189576,7,23,2,MAINTENANCE_LOG_TAMPERING
4,30,5,5,1,4.323243055619855,4,26,2,MAINTENANCE_LOG_TAMPERING
4,67,3,3,1,31.246993301587043,6,13,1,EFB_DATA_EXFILTRATION
6,113,7,3,1,42.202159696895826,5,7,1,EFB_DATA_EXFILTRATION
4,93,6,2,1,45.13424651648306,3,7,1,EFB_DATA_EXFILTRATION
2,9,0,0,0,0.34350963325162137,2,4,3,BENIGN
5,138,4,3,1,12.512888993623942,3,15,1,EFB_DATA_EXFILTRATION
3,43,8,4,1,9.532340723447712,6,18,2,MAINTENANCE_LOG_TAMPERING
4,41,1,4,1,0.299135323495387,3,35,0,FLIGHT_PLAN_INJECTION
6,90,5,3,1,9.993988606331664,6,18,1,EFB_DATA_EXFILTRATION
3,79,5,2,1,4.45679210308685,4,13,2,MAINTENANCE_LOG_TAMPERING
3,28,7,3,1,8.861489010254108,4,13,2,MAINTENANCE_LOG_TAMPERING
7,64,6,2,1,1.7977085846861398,6,13,2,MAINTENANCE_LOG_TAMPERING
6,25,8,5,1,4.2537436223092815,7,10,2,MAINTENANCE_LOG_TAMPERING
6,62,7,2,1,1.051873544763323,5,19,2,MAINTENANCE_LOG_TAMPERING
5,102,4,2,1,15.884999759936568,4,12,1,EFB_DATA_EXFILTRATION
3,55,6,4,1,5.182213552250743,6,15,2,MAINTENANCE_LOG_TAMPERING
4,73,7,3,1,44.494115884285165,4,16,1,EFB_DATA_EXFILTRATION
3,133,6,3,1,14.891240697043552,6,14,1,EFB_DATA_EXFILTRATION
7,61,7,4,1,8.167977604966385,5,14,2,MAINTENANCE_LOG_TAMPERING
5,54,1,4,1,0.524200432459873,2,49,0,FLIGHT_PLAN_INJECTION
6,92,7,1,1,48.83874997173607,5,7,1,EFB_DATA_EXFILTRATION
4,37,1,3,1,0.6531740707918401,2,41,0,FLIGHT_PLAN_INJECTION
5,96,1,3,1,1.8810190325122094,3,47,0,FLIGHT_PLAN_INJECTION
6,136,6,2,1,31.199394189570402,6,13,1,EFB_DATA_EXFILTRATION
5,79,3,6,1,1.5761632196217283,2,46,0,FLIGHT_PLAN_INJECTION
4,76,6,2,1,7.922557629599398,4,28,2,MAINTENANCE_LOG_TAMPERING
2,97,3,6,1,1.3213559381203313,2,36,0,FLIGHT_PLAN_INJECTION
1,12,1,0,0,0.2349941340789683,1,0,3,BENIGN
4,68,6,2,1,5.224468238605238,4,20,2,MAINTENANCE_LOG_TAMPERING
2,79,2,5,1,1.5460677814453636,2,45,0,FLIGHT_PLAN_INJECTION
7,25,6,3,1,5.692482849306802,4,12,2,MAINTENANCE_LOG_TAMPERING
2,37,4,7,1,0.1949601544533896,2,36,0,FLIGHT_PLAN_INJECTION
0,6,0,0,0,0.19592914820453944,2,0,3,BENIGN
4,77,4,5,1,1.9641730904044616,2,31,0,FLIGHT_PLAN_INJECTION
2,47,3,4,1,1.9642378898483597,4,48,0,FLIGHT_PLAN_INJECTION
1,5,0,0,0,0.1976029631549851,2,1,3,BENIGN
0,14,1,0,0,0.3865445208487331,2,0,3,BENIGN
3,108,6,2,1,39.723210994037345,4,16,1,EFB_DATA_EXFILTRATION
3,65,1,6,1,1.8597687300203858,3,30,0,FLIGHT_PLAN_INJECTION
3,95,3,5,1,0.5822600484977202,4,44,0,FLIGHT_PLAN_INJECTION
6,62,7,2,1,45.562239348887076,4,12,1,EFB_DATA_EXFILTRATION
1,7,0,0,0,0.022455649497807928,1,0,3,BENIGN
6,72,7,4,1,9.533821647774209,6,23,2,MAINTENANCE_LOG_TAMPERING
7,71,9,5,1,5.951491913992877,5,13,2,MAINTENANCE_LOG_TAMPERING
3,77,6,2,1,9.756536267452947,6,19,2,MAINTENANCE_LOG_TAMPERING
3,60,9,3,1,9.585040887181512,5,11,2,MAINTENANCE_LOG_TAMPERING
3,48,8,2,1,7.332019020973405,7,28,2,MAINTENANCE_LOG_TAMPERING
6,75,5,3,1,11.471645764166617,5,19,1,EFB_DATA_EXFILTRATION
1,12,0,0,0,0.2097239969786568,2,1,3,BENIGN
4,71,9,2,1,2.9254362267873506,7,28,2,MAINTENANCE_LOG_TAMPERING
4,77,3,3,1,8.105341667576734,5,7,1,EFB_DATA_EXFILTRATION
5,73,5,3,1,19.948596490202206,4,17,1,EFB_DATA_EXFILTRATION
4,23,7,3,1,8.820889293412042,6,29,2,MAINTENANCE_LOG_TAMPERING
3,144,7,2,1,28.94097555429133,3,13,1,EFB_DATA_EXFILTRATION
3,86,2,7,1,0.6774907732845519,4,38,0,FLIGHT_PLAN_INJECTION
5,67,3,6,1,1.5096030212215588,2,32,0,FLIGHT_PLAN_INJECTION
4,79,7,1,1,16.376612274014025,5,18,1,EFB_DATA_EXFILTRATION
5,76,2,6,1,1.9712309652487041,3,40,0,FLIGHT_PLAN_INJECTION
6,65,5,3,1,29.50236315967393,4,15,1,EFB_DATA_EXFILTRATION
3,38,1,5,1,1.2940246900960979,3,44,0,FLIGHT_PLAN_INJECTION
6,101,3,3,1,39.1552377134869,4,5,1,EFB_DATA_EXFILTRATION
3,100,6,1,1,46.981618815635244,6,6,1,EFB_DATA_EXFILTRATION
5,25,5,4,1,7.098656558906211,6,26,2,MAINTENANCE_LOG_TAMPERING
2,42,2,6,1,1.959198389939367,4,36,0,FLIGHT_PLAN_INJECTION
6,67,9,4,1,5.718442829060987,4,12,2,MAINTENANCE_LOG_TAMPERING
6,81,6,2,1,5.7227839241452765,5,8,1,EFB_DATA_EXFILTRATION
3,87,1,4,1,0.9315565234815866,4,48,0,FLIGHT_PLAN_INJECTION
3,52,5,5,1,0.9908528557506304,4,14,2,MAINTENANCE_LOG_TAMPERING
7,67,7,4,1,4.267259978904651,6,20,2,MAINTENANCE_LOG_TAMPERING
6,50,8,5,1,3.2554325536431503,7,28,2,MAINTENANCE_LOG_TAMPERING
6,56,5,2,1,42.4773669554722,5,7,1,EFB_DATA_EXFILTRATION
5,41,2,7,1,0.6828755390920682,4,31,0,FLIGHT_PLAN_INJECTION
3,24,5,5,1,4.343010162951762,5,10,2,MAINTENANCE_LOG_TAMPERING
5,48,2,7,1,0.23701107656592685,3,34,0,FLIGHT_PLAN_INJECTION
3,62,6,2,1,38.006903592144674,5,18,1,EFB_DATA_EXFILTRATION
7,75,8,2,1,3.5899121062832435,6,19,2,MAINTENANCE_LOG_TAMPERING
1,18,0,0,0,0.4885521165257867,2,1,3,BENIGN
3,70,1,4,1,1.438653413252146,2,36,0,FLIGHT_PLAN_INJECTION
6,120,5,3,1,14.239982241805992,3,7,1,EFB_DATA_EXFILTRATION
5,53,2,4,1,1.2469106810628128,4,46,0,FLIGHT_PLAN_INJECTION
3,49,3,3,1,0.2749272735567033,4,39,0,FLIGHT_PLAN_INJECTION
3,59,1,4,1,1.4372053908819646,3,34,0,FLIGHT_PLAN_INJECTION
3,146,3,3,1,17.199331419382958,6,6,1,EFB_DATA_EXFILTRATION
3,38,6,2,1,1.9708718196783386,6,28,2,MAINTENANCE_LOG_TAMPERING
5,75,8,3,1,4.048770609952978,4,10,2,MAINTENANCE_LOG_TAMPERING
5,36,1,3,1,0.9554830676714916,2,29,0,FLIGHT_PLAN_INJECTION
3,95,4,2,1,48.96531294975246,3,14,1,EFB_DATA_EXFILTRATION
3,79,3,6,1,1.5219302643848396,4,44,0,FLIGHT_PLAN_INJECTION
5,53,7,3,1,37.55515180325005,4,7,1,EFB_DATA_EXFILTRATION
3,92,3,1,1,15.890993599139474,6,17,1,EFB_DATA_EXFILTRATION
2,52,3,6,1,0.12611655262155597,4,20,0,FLIGHT_PLAN_INJECTION
2,72,4,4,1,0.2187999619114069,2,37,0,FLIGHT_PLAN_INJECTION
4,52,7,5,1,1.270917196094272,7,19,2,MAINTENANCE_LOG_TAMPERING
5,55,7,4,1,5.670412678080128,5,12,2,MAINTENANCE_LOG_TAMPERING
3,74,7,3,1,3.2692095387753675,5,19,2,MAINTENANCE_LOG_TAMPERING
3,55,5,1,1,20.012305506306944,6,16,1,EFB_DATA_EXFILTRATION
0,13,1,0,0,0.3936935133761664,1,1,3,BENIGN
5,78,8,3,1,4.5622126701817045,7,27,2,MAINTENANCE_LOG_TAMPERING
7,34,8,3,1,8.335060754796572,5,20,2,MAINTENANCE_LOG_TAMPERING
3,53,7,3,1,27.09930782224243,6,16,1,EFB_DATA_EXFILTRATION
4,32,2,4,1,0.8766767963353508,3,25,0,FLIGHT_PLAN_INJECTION
2,34,1,4,1,1.8908094842882217,3,26,0,FLIGHT_PLAN_INJECTION
6,38,7,5,1,3.2472807398115235,7,21,2,MAINTENANCE_LOG_TAMPERING
5,52,1,7,1,1.5108085823968007,3,39,0,FLIGHT_PLAN_INJECTION
7,74,9,5,1,6.506057678662516,4,19,2,MAINTENANCE_LOG_TAMPERING
5,90,1,5,1,1.6748554248806213,4,41,0,FLIGHT_PLAN_INJECTION
3,91,3,3,1,25.782956657379966,4,13,1,EFB_DATA_EXFILTRATION
2,58,3,7,1,0.8810778568728355,3,39,0,FLIGHT_PLAN_INJECTION
4,74,1,7,1,1.4656052739217076,3,31,0,FLIGHT_PLAN_INJECTION
4,82,3,2,1,12.458667963434932,4,7,1,EFB_DATA_EXFILTRATION
3,65,2,3,1,0.5025992278362073,4,33,0,FLIGHT_PLAN_INJECTION
4,48,2,6,1,1.1866331873161413,4,48,0,FLIGHT_PLAN_INJECTION
3,111,3,3,1,35.554032186711886,6,19,1,EFB_DATA_EXFILTRATION
7,69,6,4,1,5.693509923443243,4,11,2,MAINTENANCE_LOG_TAMPERING
4,77,1,7,1,0.3226874207924435,2,26,0,FLIGHT_PLAN_INJECTION
3,46,3,7,1,0.8445328090572494,2,22,0,FLIGHT_PLAN_INJECTION
2,82,1,3,1,1.261539544211629,4,44,0,FLIGHT_PLAN_INJECTION
5,34,9,2,1,2.608054377451542,5,25,2,MAINTENANCE_LOG_TAMPERING
5,85,1,7,1,1.6606378895113192,2,38,0,FLIGHT_PLAN_INJECTION
3,58,3,5,1,1.7244506371668014,2,34,0,FLIGHT_PLAN_INJECTION
3,95,3,2,1,45.579831284580294,6,6,1,EFB_DATA_EXFILTRATION
3,35,4,3,1,1.5118549252996223,4,47,0,FLIGHT_PLAN_INJECTION
3,94,4,2,1,28.101569460121198,4,19,1,EFB_DATA_EXFILTRATION
2,96,3,5,1,0.7659890151437074,4,42,0,FLIGHT_PLAN_INJECTION
5,109,6,3,1,34.55282681247236,5,15,1,EFB_DATA_EXFILTRATION
4,111,3,1,1,5.239106405075567,6,6,1,EFB_DATA_EXFILTRATION
3,55,5,3,1,5.706307388310281,7,22,2,MAINTENANCE_LOG_TAMPERING
6,107,6,1,1,5.658271649495407,5,16,1,EFB_DATA_EXFILTRATION
6,28,8,3,1,7.6247890852946725,4,25,2,MAINTENANCE_LOG_TAMPERING
5,40,6,5,1,8.599557071914257,4,19,2,MAINTENANCE_LOG_TAMPERING
3,62,5,2,1,22.37953967676638,6,15,1,EFB_DATA_EXFILTRATION
2,88,2,6,1,1.4762543720261254,4,34,0,FLIGHT_PLAN_INJECTION
4,51,4,3,1,41.982392596341164,4,18,1,EFB_DATA_EXFILTRATION
3,66,7,3,1,7.608211897653011,4,10,2,MAINTENANCE_LOG_TAMPERING
6,77,7,2,1,17.530589586810784,5,8,1,EFB_DATA_EXFILTRATION
4,58,9,4,1,8.305655363136825,7,15,2,MAINTENANCE_LOG_TAMPERING
4,56,8,5,1,1.930776980573603,7,10,2,MAINTENANCE_LOG_TAMPERING
4,119,7,1,1,44.98088494653143,5,9,1,EFB_DATA_EXFILTRATION
4,67,5,5,1,2.410118944474479,7,17,2,MAINTENANCE_LOG_TAMPERING
7,57,6,3,1,7.6060449955283325,4,15,2,MAINTENANCE_LOG_TAMPERING
5,41,3,7,1,1.521549432892808,2,29,0,FLIGHT_PLAN_INJECTION
4,64,3,7,1,0.7043984491165969,4,39,0,FLIGHT_PLAN_INJECTION
7,70,7,3,1,3.4713908974983636,7,12,2,MAINTENANCE_LOG_TAMPERING
4,53,2,3,1,1.548374986551824,4,34,0,FLIGHT_PLAN_INJECTION
4,148,5,1,1,43.89949610907638,4,7,1,EFB_DATA_EXFILTRATION
3,78,5,3,1,35.42564289147306,3,15,1,EFB_DATA_EXFILTRATION
6,132,5,2,1,21.71686746467454,6,9,1,EFB_DATA_EXFILTRATION
7,70,9,5,1,5.194402871059886,5,26,2,MAINTENANCE_LOG_TAMPERING
4,74,5,3,1,42.477435584108406,5,11,1,EFB_DATA_EXFILTRATION
5,40,8,2,1,1.0167121109619561,6,18,2,MAINTENANCE_LOG_TAMPERING
3,94,4,6,1,0.886272184109512,3,41,0,FLIGHT_PLAN_INJECTION
3,142,4,2,1,40.05961638781041,5,15,1,EFB_DATA_EXFILTRATION
6,59,8,3,1,9.147023831243688,7,22,2,MAINTENANCE_LOG_TAMPERING
2,78,2,4,1,1.8504842732046534,3,30,0,FLIGHT_PLAN_INJECTION
6,92,6,1,1,24.050081486893887,4,5,1,EFB_DATA_EXFILTRATION
6,74,7,4,1,5.2649691492205095,6,24,2,MAINTENANCE_LOG_TAMPERING
5,72,5,4,1,2.4052532895300316,4,19,2,MAINTENANCE_LOG_TAMPERING
3,27,9,3,1,1.7154007828619402,7,16,2,MAINTENANCE_LOG_TAMPERING
6,98,3,2,1,47.20843541452524,5,18,1,EFB_DATA_EXFILTRATION
4,120,6,2,1,15.321459966695256,6,6,1,EFB_DATA_EXFILTRATION
3,61,4,7,1,1.1067743960681997,2,49,0,FLIGHT_PLAN_INJECTION
5,69,4,5,1,0.7198824442781788,2,49,0,FLIGHT_PLAN_INJECTION
3,68,4,3,1,0.7720237045033944,2,23,0,FLIGHT_PLAN_INJECTION
3,33,3,4,1,0.7510257783927908,4,43,0,FLIGHT_PLAN_INJECTION
4,51,2,5,1,1.1704758925193228,3,24,0,FLIGHT_PLAN_INJECTION
4,89,5,2,1,44.39325313048254,3,11,1,EFB_DATA_EXFILTRATION
1,13,0,0,0,0.02848936349868414,2,1,3,BENIGN
3,138,4,3,1,49.629779644066225,3,19,1,EFB_DATA_EXFILTRATION
4,92,3,7,1,1.9799571488336072,2,27,0,FLIGHT_PLAN_INJECTION
5,134,4,1,1,38.373865332621904,5,16,1,EFB_DATA_EXFILTRATION
5,109,3,3,1,40.98730611284238,6,11,1,EFB_DATA_EXFILTRATION
5,44,9,2,1,9.538725843799373,4,15,2,MAINTENANCE_LOG_TAMPERING
3,109,4,2,1,34.01353618595684,6,16,1,EFB_DATA_EXFILTRATION
3,126,5,2,1,10.924411495696628,6,16,1,EFB_DATA_EXFILTRATION
4,57,3,7,1,0.872457889235398,3,48,0,FLIGHT_PLAN_INJECTION
5,121,3,2,1,21.854670952081158,5,14,1,EFB_DATA_EXFILTRATION
5,125,3,3,1,43.03043831732157,5,9,1,EFB_DATA_EXFILTRATION
2,70,3,7,1,1.7607363692798519,4,41,0,FLIGHT_PLAN_INJECTION
7,61,6,2,1,6.459624883361441,4,26,2,MAINTENANCE_LOG_TAMPERING
2,30,3,7,1,0.2781753998883313,3,27,0,FLIGHT_PLAN_INJECTION
0,11,1,0,0,0.30497077929802585,1,1,3,BENIGN
7,58,9,2,1,7.838904717754338,4,25,2,MAINTENANCE_LOG_TAMPERING
4,36,9,5,1,4.07014765053782,5,27,2,MAINTENANCE_LOG_TAMPERING
2,50,4,3,1,1.0701034391731639,4,28,0,FLIGHT_PLAN_INJECTION
6,144,7,3,1,33.184505824528785,4,5,1,EFB_DATA_EXFILTRATION
3,73,5,5,1,0.7372307901119712,5,25,2,MAINTENANCE_LOG_TAMPERING
4,41,1,7,1,0.3120266999187702,2,27,0,FLIGHT_PLAN_INJECTION
3,41,1,5,1,1.6227469748236119,3,38,0,FLIGHT_PLAN_INJECTION
5,50,5,2,1,2.7508665866131623,4,17,2,MAINTENANCE_LOG_TAMPERING
1,10,1,0,0,0.15902478627545935,1,2,3,BENIGN
3,98,5,3,1,20.52876854809552,3,9,1,EFB_DATA_EXFILTRATION
2,12,0,0,0,0.31854735041222126,1,0,3,BENIGN
6,21,9,4,1,5.3101379388655445,5,26,2,MAINTENANCE_LOG_TAMPERING
3,42,4,4,1,1.4604949491600745,2,23,0,FLIGHT_PLAN_INJECTION
5,77,8,4,1,1.8514247778797466,7,10,2,MAINTENANCE_LOG_TAMPERING
5,69,1,6,1,0.4528928368098527,3,23,0,FLIGHT_PLAN_INJECTION
4,38,3,6,1,0.6186049899898268,4,33,0,FLIGHT_PLAN_INJECTION
5,83,5,2,1,5.22619486744114,4,14,1,EFB_DATA_EXFILTRATION
1,7,0,0,0,0.14713336831855717,1,1,3,BENIGN
0,19,0,0,0,0.10622363859773648,1,3,3,BENIGN
4,136,4,3,1,18.278255716893923,6,11,1,EFB_DATA_EXFILTRATION
3,95,2,5,1,0.7500044796408286,2,39,0,FLIGHT_PLAN_INJECTION
7,52,8,3,1,6.980455034835532,5,23,2,MAINTENANCE_LOG_TAMPERING
4,74,7,1,1,22.555410560975265,4,5,1,EFB_DATA_EXFILTRATION
5,76,3,6,1,1.204692500605839,2,47,0,FLIGHT_PLAN_INJECTION
5,59,6,3,1,3.604549705648885,4,17,2,MAINTENANCE_LOG_TAMPERING
7,24,6,2,1,1.218780487089053,4,22,2,MAINTENANCE_LOG_TAMPERING
3,122,5,2,1,38.24900047098647,6,7,1,EFB_DATA_EXFILTRATION
6,63,8,4,1,2.1389768309904396,6,17,2,MAINTENANCE_LOG_TAMPERING
2,83,4,4,1,1.607784243623723,4,45,0,FLIGHT_PLAN_INJECTION
5,83,6,1,1,36.14050651759946,5,10,1,EFB_DATA_EXFILTRATION
4,30,1,3,1,1.197500333254403,3,29,0,FLIGHT_PLAN_INJECTION
